,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Android Ver
4562,Ghost Snap AR Horror Survival,GAME,3.8,898,33.0,100000.0,Free,0.0,Teen,2.0
4563,The Walking Dead: Our World,GAME,4.0,22435,100.0,1000000.0,Free,0.0,Teen,5.0
4565,Sketchfab,FAMILY,4.3,906,9.2,50000.0,Free,0.0,Mature 17+,4.0
4566,Ingress,GAME,4.3,391325,43.0,10000000.0,Free,0.0,Everyone,4.0
4567,My Tamagotchi Forever,FAMILY,4.3,28735,91.0,1000000.0,Free,0.0,Everyone,4.0
4568,"Egg, Inc.",FAMILY,4.7,580160,29.0,5000000.0,Free,0.0,Everyone,4.0
4569,Flat Pack,GAME,4.4,862,44.0,100000.0,Free,0.0,Everyone 10+,7.0
4570,Crayola Color Blaster,GAME,3.8,17,30.0,1000.0,Free,0.0,Everyone,7.0
4571,Guns of Boom - Online Shooter,GAME,4.6,1226514,99.0,10000000.0,Free,0.0,Teen,4.0
4572,Guns Royale - Multiplayer Blocky Battle Royale,GAME,4.6,19070,90.0,100000.0,Free,0.0,Everyone 10+,4.0
4573,Build.com - Shop Home Improvement & Expert Advice,HOUSE_AND_HOME,4.5,118,72.0,50000.0,Free,0.0,Everyone,5.0
4574,Wayfair - Shop All Things Home,SHOPPING,4.5,20247,47.0,5000000.0,Free,0.0,Everyone,4.0
4575,Stack It AR,GAME,3.8,1363,26.0,100000.0,Free,0.0,Everyone,4.0
4576,"ARuler - AR Ruler app, Measure tools",TOOLS,4.3,1602,5.0,100000.0,Free,0.0,Everyone,7.0
4578,Monster Park AR - Jurassic Dinosaurs in Real World,FAMILY,3.7,128,20.0,10000.0,Free,0.0,Everyone,7.0
4579,AR Remote Car,FAMILY,3.2,1354,30.0,100000.0,Free,0.0,Everyone,4.0
4580,Solar System AR ( ARCore ),FAMILY,4.0,211,37.0,10000.0,Free,0.0,Everyone,7.0
4581,Super AR,FAMILY,3.8,410,28.0,10000.0,Free,0.0,Teen,4.0
4582,Spacecraft AR,FAMILY,4.4,83,85.0,10000.0,Free,0.0,Everyone,7.0
4584,MCRAFT AR - EDITOR,FAMILY,3.4,131,22.0,5000.0,Free,0.0,Everyone,4.0
4585,Jenga® AR,FAMILY,2.9,53,82.0,10000.0,Free,0.0,Everyone,7.0
4586,Nightenfell: Shared AR,GAME,4.5,20,65.0,1000.0,Paid,0.99,Everyone 10+,7.0
4587,Portal AR - Step Into Scotland,TRAVEL_AND_LOCAL,3.7,25,43.0,5000.0,Free,0.0,Everyone,7.0
4588,Arcraft - AR Sandbox,GAME,3.8,469,80.0,10000.0,Free,0.0,Everyone,4.0
4589,Augment - 3D Augmented Reality,BUSINESS,4.1,25195,21.0,1000000.0,Free,0.0,Everyone,4.0
4590,Satellite AR,BOOKS_AND_REFERENCE,4.1,9636,0.09,1000000.0,Free,0.0,Everyone,2.0
4591,Figment AR,FAMILY,3.7,22,90.0,5000.0,Free,0.0,Everyone,7.0
4592,AR Tank Battle,GAME,3.6,153,67.0,10000.0,Free,0.0,Everyone,4.0
4594,Paint Space AR,FAMILY,3.0,17,32.0,1000.0,Free,0.0,Everyone,7.0
4595,"Just a Line - Draw Anywhere, with AR",FAMILY,4.1,1152,2.7,100000.0,Free,0.0,Everyone,7.0
4596,AR Toybox - Augmented Reality Demos,FAMILY,3.8,20,36.0,1000.0,Free,0.0,Everyone,4.0
4597,"Mind Map AR, Augmented Reality ARCore Mind Mapping",PRODUCTIVITY,4.2,29,35.0,5000.0,Free,0.0,Everyone,7.0
4598,【Miku AR Camera】Mikuture,FAMILY,4.4,36268,41.0,1000000.0,Free,0.0,Teen,4.0
4600,Summer Camp Island AR,FAMILY,3.6,740,71.0,50000.0,Free,0.0,Everyone,4.0
4601,AR Sport Cars,FAMILY,3.6,284,70.0,10000.0,Free,0.0,Everyone,4.0
4602,AS - News and sports results.,SPORTS,3.7,20879,22.0,1000000.0,Free,0.0,Everyone,4.0
4603,MARCA - Diario Líder Deportivo,SPORTS,3.9,76340,14.0,5000000.0,Free,0.0,Everyone,4.0
4606,AS Guía de las Ligas 2017-2018,SPORTS,4.1,4374,53.0,100000.0,Free,0.0,Everyone,4.0
4607,Sleep as Android Unlock,LIFESTYLE,4.5,23966,0.87,1000000.0,Paid,5.99,Everyone,4.0
4608,Sleep as Android Gear Addon,HEALTH_AND_FITNESS,2.8,961,1.3,100000.0,Free,0.0,Everyone,4.0
4609,Sleep as Android Garmin Addon,HEALTH_AND_FITNESS,2.6,114,1.6,10000.0,Free,0.0,Everyone,2.0
4611,Sonic the Hedgehog™ Classic,GAME,4.4,125652,56.0,10000000.0,Free,0.0,Everyone,4.0
4612,The Aether: Life as a God,FAMILY,4.1,1407,3.4,100000.0,Free,0.0,Everyone 10+,4.0
4613,CAPTCHA Pack for Sleep as Android,LIFESTYLE,4.0,448,3.1,50000.0,Free,0.0,Everyone,2.0
4614,Pacific Navy Fighter C.E. (AS),GAME,4.3,11379,20.0,500000.0,Free,0.0,Everyone 10+,4.0
4615,Lullaby Add-on for Sleep as Android,HEALTH_AND_FITNESS,3.9,2057,6.2,50000.0,Paid,1.99,Everyone,4.0
4616,Sleep as Microsoft Band Add-On,LIFESTYLE,3.5,28,0.12,1000.0,Free,0.0,Everyone,4.0
4618,Ninja Turtles: Legends,FAMILY,4.3,344283,95.0,10000000.0,Free,0.0,Teen,4.0
4619,Timely Alarm Clock,LIFESTYLE,4.3,258717,9.4,10000000.0,Free,0.0,Everyone,4.0
4622,My Boy! Free - GBA Emulator,GAME,4.3,531074,2.5,10000000.0,Free,0.0,Everyone,4.0
4623,Samsung Health,HEALTH_AND_FITNESS,4.3,480208,70.0,500000000.0,Free,0.0,Everyone,5.0
4624,WiFi Baby Monitor - NannyCam,VIDEO_PLAYERS,4.1,29867,1.7,5000000.0,Free,0.0,Everyone,2.0
4625,Maleficent Free Fall,FAMILY,4.4,450013,37.0,10000000.0,Free,0.0,Everyone,4.0
4626,Star Wars™: Force Arena,FAMILY,4.4,228130,70.0,5000000.0,Free,0.0,Everyone 10+,4.0
4629,PS4 Second Screen,FAMILY,2.4,11773,3.3,1000000.0,Free,0.0,Everyone,4.0
4630,Alarm Clock: Stopwatch & Timer,PRODUCTIVITY,4.5,870928,16.0,50000000.0,Free,0.0,Everyone,4.0
4631,SAMURAI vs ZOMBIES DEFENSE,GAME,4.5,407788,19.0,5000000.0,Free,0.0,Everyone,2.0
4632,Seen,FAMILY,4.5,118285,22.0,1000000.0,Free,0.0,Teen,4.0
4635,AT&T THANKS®,FAMILY,3.4,2445,34.0,500000.0,Free,0.0,Everyone,5.0
4636,Galaxy at War Online,FAMILY,3.9,65119,46.0,1000000.0,Free,0.0,Everyone 10+,3.0
4637,Kingdoms at War: Hardcore PVP,FAMILY,4.3,34898,92.0,1000000.0,Free,0.0,Teen,4.0
4638,Five Nights at Freddy's 4 Demo,GAME,4.4,889425,45.0,10000000.0,Free,0.0,Teen,2.0
4639,Five Nights at Freddy's 3 Demo,GAME,4.5,1041836,50.0,10000000.0,Free,0.0,Teen,2.0
4640,Fandom: Five Nights at Freddys,FAMILY,4.4,17945,9.5,1000000.0,Free,0.0,Mature 17+,4.0
4641,Nights at Cube Pizzeria 3D – 2,GAME,4.0,47151,36.0,5000000.0,Free,0.0,Everyone 10+,4.0
4642,World at War: WW2 Strategy MMO,FAMILY,4.3,107765,78.0,5000000.0,Free,0.0,Everyone 10+,4.0
4643,Five Tries At Love Dating Sim,FAMILY,4.2,37165,22.0,1000000.0,Free,0.0,Teen,2.0
4644,Rivals at War: 2084,FAMILY,4.0,174127,48.0,5000000.0,Free,0.0,Teen,3.0
4645,Multiple Videos at Same Time,VIDEO_PLAYERS,4.4,4706,1.5,1000000.0,Free,0.0,Everyone,4.0
4646,Five Nights at Freddy's 2,FAMILY,4.6,73919,40.0,500000.0,Paid,2.99,Teen,2.0
4647,Coloring Book at Five Nights,FAMILY,4.0,532,6.5,100000.0,Free,0.0,Everyone,2.0
4648,Rivals at War: Firefight,GAME,4.4,344819,51.0,5000000.0,Free,0.0,Teen,3.0
4649,Five nights at Minecraft,FAMILY,3.5,9335,12.0,1000000.0,Free,0.0,Everyone,4.0
4650,Five Nights at Freddy's,GAME,4.6,100805,50.0,1000000.0,Paid,2.99,Teen,2.0
4651,Nights at Cube Pizzeria 3D – 3,FAMILY,4.0,15875,40.0,1000000.0,Free,0.0,Teen,4.0
4652,7 Nights at Pixel Pizzeria - 2,GAME,4.0,23168,54.0,1000000.0,Free,0.0,Teen,4.0
4653,Nights at Slender Pizzeria 3D,GAME,4.1,2628,45.0,100000.0,Free,0.0,Teen,4.0
4654,DIRECTV,FAMILY,4.1,235486,63.0,10000000.0,Free,0.0,Teen,4.0
4655,One Night at Golden Freddy's,GAME,3.3,2717,4.0,100000.0,Free,0.0,Teen,2.0
4656,DIRECTV for Tablets,FAMILY,3.9,24123,69.0,1000000.0,Free,0.0,Teen,4.0
4657,Nights at Cube Pizzeria 3D – 4,GAME,4.1,7728,39.0,500000.0,Free,0.0,Teen,4.0
4658,Five Nights at Neighbor House,GAME,4.2,2180,55.0,100000.0,Free,0.0,Everyone 10+,4.0
4659,Asylum Night Shift - Five Nights Survival,GAME,4.0,59223,46.0,5000000.0,Free,0.0,Teen,4.0
4660,Five Nights at Freddy's: SL,GAME,4.5,16162,99.0,100000.0,Paid,2.99,Teen,2.0
4661,Two Nights at jumpscare,GAME,3.8,596,91.0,100000.0,Free,0.0,Teen,4.0
4662,Five Nights at Pizzeria,GAME,3.5,1976,21.0,100000.0,Free,0.0,Teen,4.0
4663,Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6698,46.0,500000.0,Free,0.0,Everyone 10+,2.0
4664,Five Nights at Freddy's 4,GAME,4.6,21266,45.0,100000.0,Paid,2.99,Teen,2.0
4665,Five Nights at Flappy's,GAME,4.7,4041,24.0,10000.0,Free,0.0,Everyone,2.0
4666,5 Nights at Cube Pizzeria City,GAME,3.8,2691,52.0,100000.0,Free,0.0,Teen,4.0
4667,Five Nights at Freddy's 3,GAME,4.7,27856,50.0,100000.0,Paid,2.99,Teen,2.0
4668,Undertale AU Amino,SOCIAL,4.8,5369,63.0,50000.0,Free,0.0,Teen,4.0
4669,au,FAMILY,3.2,9126,5.8,1000000.0,Free,0.0,Everyone,4.0
4671,Au Mobile: Audition Chính Hiệu,GAME,3.9,85278,23.0,1000000.0,Free,0.0,Mature 17+,4.0
4672,AU Mobile Indonesia,GAME,3.6,16521,23.0,1000000.0,Free,0.0,Everyone,2.0
4673,Au Bon Pain,FOOD_AND_DRINK,3.7,70,26.0,10000.0,Free,0.0,Everyone,5.0
4674,Au Pair Legend,LIFESTYLE,4.4,28,8.8,1000.0,Free,0.0,Everyone,5.0
4675,Super Dancer,GAME,4.1,91667,27.0,1000000.0,Free,0.0,Everyone,2.0
4676,AU Results - AU COE Corner,FAMILY,4.0,664,2.1,100000.0,Free,0.0,Everyone,4.0
4677,"view.com.au - Buy, Rent or Research Real Estate",LIFESTYLE,3.1,212,12.0,50000.0,Free,0.0,Everyone,4.0
4678,Au Weather Free,WEATHER,4.0,1185,5.0,100000.0,Free,0.0,Everyone,2.0
4679,BringGo AU & NZ,MAPS_AND_NAVIGATION,2.8,440,23.0,10000.0,Paid,0.99,Everyone,2.0
4680,AU Spark,FAMILY,3.7,681,8.2,10000.0,Free,0.0,Everyone,4.0
4681,Rugby AU,SPORTS,2.7,17,14.0,1000.0,Free,0.0,Everyone,4.0
4682,Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,3.9,623,8.5,100000.0,Free,0.0,Everyone,4.0
4683,Au-allstar for KR,GAME,3.6,2433,47.0,100000.0,Free,0.0,Everyone,4.0
4684,STUCOR - AU,FAMILY,4.5,1827,12.0,100000.0,Free,0.0,Everyone,4.0
4685,loans.com.au Smart Money,FINANCE,3.5,30,17.0,1000.0,Free,0.0,Everyone,4.0
4686,AU Students Zone (Result 2016),FAMILY,4.0,97,3.9,10000.0,Free,0.0,Everyone,4.0
4688,AU Results 2017 Auzone,FAMILY,3.8,762,4.1,100000.0,Free,0.0,Everyone,4.0
4689,Au Pair,SOCIAL,3.6,58,15.0,10000.0,Free,0.0,Everyone,4.0
4690,AU Call Blocker - Block Unwanted Calls Texts 2018,COMMUNICATION,4.2,16,3.3,1000.0,Free,0.0,Everyone,4.0
4691,realcommercial.com.au,BUSINESS,4.4,128,6.7,50000.0,Free,0.0,Everyone,5.0
4692,Powershop AU,TOOLS,4.0,498,11.0,10000.0,Free,0.0,Everyone,4.0
4693,Australia Newspapers - AU News Apps,NEWS_AND_MAGAZINES,4.7,48,4.1,1000.0,Free,0.0,Everyone,4.0
4696,Dance On Mobile,FAMILY,4.1,23609,31.0,1000000.0,Free,0.0,Teen,4.0
4697,Super Dancer VN,GAME,4.0,24312,25.0,500000.0,Free,0.0,Everyone,4.0
4699,Neuvaine au Saint-Esprit,LIFESTYLE,4.7,57,5.8,10000.0,Free,0.0,Everyone,4.0
4702,allhomes.com.au,HOUSE_AND_HOME,3.8,874,12.0,100000.0,Free,0.0,Everyone,4.0
4703,Jobs in Canada - Emplois au Canada,BUSINESS,5.0,2,14.0,1000.0,Free,0.0,Teen,4.0
4704,Predator Calls for Hunting AU,SPORTS,4.4,27,78.0,10000.0,Free,0.0,Everyone,4.0
4707,Love Dance,GAME,4.0,29462,44.0,1000000.0,Free,0.0,Teen,4.0
4709,Avatar Musik,GAME,3.8,159063,85.0,1000000.0,Free,0.0,Everyone,4.0
4710,Job'Of - Emploi au Cameroun,BUSINESS,4.1,294,9.8,10000.0,Free,0.0,Everyone,4.0
4711,Mali 7 - Actualités au Mali,NEWS_AND_MAGAZINES,4.3,697,5.7,50000.0,Free,0.0,Everyone,4.0
4715,Total AV,PRODUCTIVITY,3.4,617,46.0,100000.0,Free,0.0,Everyone,4.0
4716,日本AV历史,BOOKS_AND_REFERENCE,4.1,215,30.0,10000.0,Free,0.0,Teen,4.0
4717,AV Buddy Free,FAMILY,4.1,25,47.0,5000.0,Free,0.0,Everyone,4.0
4718,AV HD Video Player,FAMILY,3.8,6,23.0,1000.0,Free,0.0,Everyone,4.0
4720,Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91.0,10000000.0,Free,0.0,Teen,4.0
4721,AV-IPTV,VIDEO_PLAYERS,4.4,43,44.0,1000.0,Free,0.0,Everyone,4.0
4722,"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",VIDEO_PLAYERS,3.3,171,4.8,10000.0,Free,0.0,Everyone,4.0
4723,Baby Monitor AV,COMMUNICATION,3.3,1434,9.5,100000.0,Free,0.0,Everyone,2.0
4724,HD Video Player - Video & MP3 Player | AV Player |,VIDEO_PLAYERS,4.4,22,19.0,5000.0,Free,0.0,Everyone,4.0
4725,Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,TOOLS,3.7,701,7.3,100000.0,Free,0.0,Everyone,4.0
4726,LG AV REMOTE,TOOLS,3.4,2420,1.8,1000000.0,Free,0.0,Everyone,2.0
4727,App Seguridad AV Villas,FINANCE,2.3,251,5.7,50000.0,Free,0.0,Everyone,4.0
4728,Gogo Vision (Biz Av),FAMILY,3.3,11,7.3,1000.0,Free,0.0,Teen,4.0
4729,Ai-Ball AV Recorder,PHOTOGRAPHY,2.7,90,4.0,5000.0,Paid,2.99,Everyone,2.0
4731,Norton Security and Antivirus,TOOLS,4.6,1170641,26.0,10000000.0,Free,0.0,Everyone,4.0
4732,AV Pro Voice Changer,FAMILY,3.5,174,5.6,50000.0,Free,0.0,Everyone,4.0
4733,Remote For Pioneer AV Receivers and Blu-Ray,TOOLS,3.4,150,7.3,50000.0,Free,0.0,Everyone,4.0
4734,AV Phonetics,FAMILY,4.3,259,49.0,10000.0,Free,0.0,Everyone,4.0
4735,AV MAX,LIFESTYLE,4.1,9,8.7,1000.0,Free,0.0,Everyone,4.0
4736,Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,4.7,2598579,49.0,50000000.0,Free,0.0,Everyone,4.0
4737,"Mobile Security: Antivirus, Web Scan & App Lock",PRODUCTIVITY,4.4,574719,20.0,10000000.0,Free,0.0,Everyone,4.0
4738,MyAV Remote for Denon & Marantz AV Receivers,LIFESTYLE,3.8,250,7.3,50000.0,Free,0.0,Everyone,4.0
4739,EML UPnP-AV Control Point,VIDEO_PLAYERS,3.0,78,0.32,10000.0,Free,0.0,Everyone,1.0
4740,Kinot & Eichah for Tisha B'Av,BOOKS_AND_REFERENCE,4.4,98,6.3,10000.0,Free,0.0,Everyone,2.0
4741,Samsung TV AV Guide 2016,TOOLS,4.2,27,3.4,5000.0,Free,0.0,Everyone,4.0
4742,Professional AV Solution & Products information,PRODUCTIVITY,4.5,24,22.0,1000.0,Free,0.0,Everyone,4.0
4743,AV High School District,FAMILY,3.5,91,25.0,10000.0,Free,0.0,Everyone,4.0
4744,Bitdefender Antivirus Free,TOOLS,4.5,78629,6.3,1000000.0,Free,0.0,Everyone,4.0
4745,Kinot Tisha'a Be'av - Ashkenaz,LIFESTYLE,4.5,82,8.7,5000.0,Free,0.0,Everyone,2.0
4747,"Avast Cleanup & Boost, Phone Cleaner, Optimizer",TOOLS,4.5,648380,24.0,10000000.0,Free,0.0,Everyone,4.0
4749,Aw Restaurant,FAMILY,4.8,4,43.0,100.0,Free,0.0,Everyone,4.0
4751,AW Screen Recorder No Root,VIDEO_PLAYERS,4.3,1659,3.7,100000.0,Free,0.0,Everyone,5.0
4752,A&W Restaurants,FOOD_AND_DRINK,1.7,14,13.0,1000.0,Free,0.0,Everyone,4.0
4754,AW Tozer Devotionals - Daily,BOOKS_AND_REFERENCE,4.2,8,3.9,5000.0,Free,0.0,Everyone,2.0
4756,Analog Clock AW Plus-7,TOOLS,4.2,725,3.0,100000.0,Free,0.0,Everyone,4.0
4757,Analog Clock AW-7,TOOLS,4.3,2158,3.0,100000.0,Free,0.0,Everyone,4.0
4759,Armored Warfare: Assault,GAME,4.0,7718,46.0,100000.0,Free,0.0,Everyone,5.0
4760,Watch AW-7,TOOLS,4.2,249,3.0,50000.0,Free,0.0,Everyone,4.0
4761,AW TeamUp,NEWS_AND_MAGAZINES,4.6,9,17.0,500.0,Free,0.0,Everyone,4.0
4762,Auction Wars : Storage King,GAME,4.1,29062,63.0,1000000.0,Free,0.0,Everyone,2.0
4763,AW Training,FAMILY,4.6,11,17.0,1000.0,Free,0.0,Everyone,4.0
4764,Digital Clock AW-7,TOOLS,4.1,484,2.9,100000.0,Free,0.0,Everyone,4.0
4765,Analog and Digital Clock AW-7,TOOLS,4.0,202,2.9,50000.0,Free,0.0,Everyone,4.0
4767,Analog Clock AW-7 PRO,TOOLS,3.3,40,2.7,1000.0,Paid,1.99,Everyone,4.0
4771,AW Browser with Chrome Custom Tabs,TOOLS,4.0,9,4.7,500.0,Free,0.0,Everyone,6.0
4774,Roman Clock AW-7,TOOLS,4.4,52,3.0,5000.0,Free,0.0,Everyone,4.0
4775,Square Analog Clock AW-7,TOOLS,4.2,294,3.0,50000.0,Free,0.0,Everyone,4.0
4777,AirWatch Agent,BUSINESS,3.1,20973,31.0,5000000.0,Free,0.0,Everyone,4.0
4779,Tozer Devotional -Series 1,BOOKS_AND_REFERENCE,5.0,5,4.3,1000.0,Free,0.0,Everyone,2.0
4780,Modern Action Commando 3D,GAME,4.2,492,63.0,100000.0,Free,0.0,Teen,4.0
4781,HCP Anywhere,BUSINESS,4.7,114,8.6,5000.0,Free,0.0,Everyone,4.0
4782,Call of Duty®: Heroes,GAME,4.4,1604146,57.0,10000000.0,Free,0.0,Teen,4.0
4784,Amber Weather,WEATHER,4.4,260137,13.0,10000000.0,Free,0.0,Everyone 10+,4.0
4785,Advanced Warfare Guns,FAMILY,2.9,2079,5.6,100000.0,Free,0.0,Everyone,3.0
4790,The Pursuit of God,BOOKS_AND_REFERENCE,4.8,6,1.6,1000.0,Free,0.0,Everyone,3.0
4791,Food-Aw - Order Food Online in Aruba,FOOD_AND_DRINK,5.0,1,24.0,100.0,Free,0.0,Everyone,4.0
4792,F05WatchFace for Android Wear,PRODUCTIVITY,3.9,127,5.9,1000.0,Paid,0.99,Everyone,4.0
4795,Anime Expo 2018,FAMILY,4.7,54,44.0,10000.0,Free,0.0,Everyone,5.0
4796,Adventure Xpress,FAMILY,4.2,24775,30.0,100000.0,Free,0.0,Everyone 10+,2.0
4797,AXE.IO - Brutal Survival Battleground,GAME,4.2,3845,76.0,500000.0,Free,0.0,Everyone 10+,4.0
4798,Dynamics AX,BUSINESS,3.7,244,0.97,10000.0,Free,0.0,Everyone,2.0
4799,AX Player -Nougat Video Player,VIDEO_PLAYERS,4.1,15765,10.0,1000000.0,Free,0.0,Everyone,2.0
4800,Armani Exchange Connected,LIFESTYLE,4.1,305,44.0,10000.0,Free,0.0,Everyone,4.0
4801,Axe Champ,GAME,3.8,141,19.0,10000.0,Free,0.0,Everyone,4.0
4802,AX Battery Saver,FINANCE,4.6,4546,3.0,100000.0,Free,0.0,Everyone,4.0
4804,Axe Champion,GAME,4.4,21,15.0,5000.0,Free,0.0,Everyone,4.0
4805,Vikings Stickman Axe Fighting,GAME,4.2,924,43.0,100000.0,Free,0.0,Everyone,3.0
4806,AX Video Player,VIDEO_PLAYERS,4.4,569,2.6,50000.0,Free,0.0,Everyone,3.0
4809,Axetatic - Axe Throwing Game,GAME,4.6,29,31.0,1000.0,Free,0.0,Everyone 10+,4.0
4810,Axe Champs! Wars,GAME,5.0,8,25.0,50.0,Free,0.0,Everyone,4.0
4812,Axe Knight,GAME,4.5,52,33.0,5000.0,Free,0.0,Everyone,4.0
4814,Axxess AX-DSP,TOOLS,3.5,17,7.4,5000.0,Free,0.0,Everyone,4.0
4816,Axxess Updater,TOOLS,3.9,56,2.3,10000.0,Free,0.0,Everyone,3.0
4817,The Vikings,GAME,4.4,15806,42.0,1000000.0,Free,0.0,Teen,4.0
4820,Knife&Axe Throwing,GAME,3.1,440,9.1,50000.0,Free,0.0,Everyone,2.0
4821,Stickman and Axe,GAME,4.4,69,2.8,50000.0,Free,0.0,Teen,4.0
4823,Q7 SmartWatch,HEALTH_AND_FITNESS,3.0,94,30.0,10000.0,Free,0.0,Everyone,4.0
4826,Axe Man,GAME,3.7,53,14.0,1000.0,Free,0.0,Everyone,2.0
4828,Throw Knife,FAMILY,3.7,291,37.0,100000.0,Free,0.0,Everyone,4.0
4829,Dead Zombie Evil Killer:Axe,GAME,3.9,71,52.0,10000.0,Free,0.0,Teen,2.0
4830,INTERACTIVE CALCULUS FOR MATHS AND PHYSICS,FAMILY,4.8,53,4.4,1000.0,Free,0.0,Everyone,4.0
4833,Zlax.io Zombs Luv Ax,GAME,4.6,6344,32.0,500000.0,Free,0.0,Everyone,4.0
4834,AX Selfie,LIFESTYLE,4.6,10,3.4,500.0,Free,0.0,Everyone,4.0
4835,Ax 3 Domaines,SPORTS,4.5,12,23.0,1000.0,Free,0.0,Everyone,4.0
4836,Clash of Axe: Flippy Lumberjack Action X,GAME,4.3,6,61.0,1000.0,Free,0.0,Everyone,4.0
4837,Flippy Axe : Flip The Knife & Axe Simulator,GAME,5.0,7,15.0,100.0,Free,0.0,Everyone,4.0
4838,Axe Clicker,FAMILY,4.3,10446,64.0,500000.0,Free,0.0,Everyone,4.0
4840,Axe Wallpaper,PERSONALIZATION,4.7,9,12.0,100.0,Free,0.0,Teen,4.0
4841,Woodman Deluxe,GAME,4.0,82,4.4,5000.0,Free,0.0,Everyone,2.0
4842,Ay,VIDEO_PLAYERS,3.8,11,3.6,5000.0,Free,0.0,Teen,2.0
4843,A-Y Collection,SHOPPING,5.0,2,2.9,100.0,Free,0.0,Teen,4.0
4844,AY Sing,BOOKS_AND_REFERENCE,4.8,111,10.0,5000.0,Free,0.0,Everyone,4.0
4845,Ay Up,FAMILY,4.5,11,7.2,100.0,Free,0.0,Everyone,2.0
4846,"AY Recorder - Screen Recorder, Live, Video Editor",TOOLS,4.3,12,3.8,500.0,Free,0.0,Everyone,5.0
4851,camera zoom moon,PHOTOGRAPHY,3.7,1213,1.1,500000.0,Free,0.0,Everyone,2.0
4857,Ay Hasnain k Nana Milad Naat,BOOKS_AND_REFERENCE,4.3,72,1.9,10000.0,Free,0.0,Everyone,2.0
4859,¡Ay Metro!,GAME,3.8,489,36.0,10000.0,Free,0.0,Everyone 10+,4.0
4863,Pinoy Kid Song Ako ay may Lobo,FAMILY,4.6,23,17.0,10000.0,Free,0.0,Everyone,2.0
4865,Ay Mohabbat Teri Khatir Novel,BOOKS_AND_REFERENCE,4.2,27,4.3,10000.0,Free,0.0,Everyone,4.0
4867,Quran Khmer Offline AY,FAMILY,5.0,41,4.0,1000.0,Free,0.0,Everyone,4.0
4872,Sun & Moon AR Locator,WEATHER,3.3,115,5.1,10000.0,Free,0.0,Everyone,4.0
4873,Display Phone Screen On TV,TOOLS,3.6,9895,2.7,1000000.0,Free,0.0,Everyone,4.0
4874,San Andreas Crime Stories,GAME,4.0,162530,97.0,10000000.0,Free,0.0,Mature 17+,4.0
4875,Masha and The Bear,FAMILY,4.0,39779,19.0,5000000.0,Free,0.0,Everyone,4.0
4876,Miami crime simulator,GAME,4.0,254518,100.0,10000000.0,Free,0.0,Mature 17+,4.0
4877,Strange Hero: Future Battle,GAME,4.2,88901,73.0,10000000.0,Free,0.0,Teen,4.0
4878,Gangster Town: Vice District,FAMILY,4.3,65146,100.0,10000000.0,Free,0.0,Mature 17+,4.0
4879,iMediaShare – Photos & Music,VIDEO_PLAYERS,4.2,104551,18.0,10000000.0,Free,0.0,Everyone,2.0
4880,Earth & Moon in HD Gyro 3D Parallax Live Wallpaper,PERSONALIZATION,4.5,66321,18.0,5000000.0,Free,0.0,Everyone,4.0
4881,Mad Day - Truck Distance Game,GAME,4.3,29270,44.0,5000000.0,Free,0.0,Everyone,4.0
4883,AZ Browser. Private & Download,COMMUNICATION,4.4,1520,5.2,100000.0,Free,0.0,Everyone,4.0
4884,AZ Lottery Players Club,FAMILY,4.2,97,8.9,10000.0,Free,0.0,Everyone,4.0
4885,AZ Plugin 2 (newest),LIBRARIES_AND_DEMO,4.2,11087,34.0,1000000.0,Free,0.0,Everyone,5.0
4886,Kids A-Z,FAMILY,4.2,26426,30.0,1000000.0,Free,0.0,Everyone,4.0
4887,AZ Camera - Manual Pro Cam,PHOTOGRAPHY,3.4,2332,1.6,100000.0,Free,0.0,Everyone,5.0
4888,A-Z App Store,PRODUCTIVITY,3.2,2728,4.4,500000.0,Free,0.0,Everyone,4.0
4889,AZ Screen Recorder pro,TOOLS,4.0,60,3.7,5000.0,Free,0.0,Everyone,5.0
4890,Permit Test AZ Arizona MVD DOT,FAMILY,4.6,227,11.0,10000.0,Free,0.0,Everyone,4.0
4891,AZ PLAYER HD,TOOLS,3.2,24,4.7,10000.0,Free,0.0,Everyone,2.0
4892,Long Realty AZ Home Search,LIFESTYLE,4.4,132,33.0,10000.0,Free,0.0,Everyone,4.0
4893,NB|AZ Mobile Banking,FINANCE,4.0,463,13.0,10000.0,Free,0.0,Everyone,4.0
4894,Movie Downloader Torrent : Az Torrent,VIDEO_PLAYERS,4.7,70,14.0,1000.0,Free,0.0,Everyone,4.0
4896,AZ Immune Related AEManagement,MEDICAL,3.7,3,7.3,500.0,Free,0.0,Everyone,3.0
4898,AZ Rockets,GAME,4.2,162,37.0,10000.0,Free,0.0,Everyone,4.0
4899,NB|AZ Business Mobile Banking,FINANCE,4.1,44,13.0,1000.0,Free,0.0,Everyone,4.0
4900,Az Content,FAMILY,3.5,24,13.0,10000.0,Free,0.0,Everyone,4.0
4901,Catalyst AZ,FAMILY,4.8,12,8.4,500.0,Free,0.0,Teen,4.0
